source_repo	source_path	artifact_type	publication_classification	proposed_disposition	target_section	target_url	target_page_type	canonical_owner	source_of_truth	duplicate_group	redirect_required	asset_status	migration_phase	reason	reviewer
full-chaos/dev-health-ops	docs/architecture/external-ingest-sink-writes.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/data-and-storage/	architecture	engineering	current code/contracts + durable architecture decision	customer-push-ingestion	yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/data-and-storage/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/external-ingest-stream-design.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/platform/	architecture	engineering	current code/contracts + durable architecture decision	customer-push-ingestion	yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/platform/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/external-ingest-worker.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/platform/	architecture	engineering	current code/contracts + durable architecture decision	customer-push-ingestion	yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/platform/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/frontend-architecture.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/platform/	architecture	engineering	current code/contracts + durable architecture decision		yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/platform/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/middleware-impersonation.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/platform/	architecture	engineering	current code/contracts + durable architecture decision		yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/platform/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/normalization-helpers.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/contracts/	architecture	engineering	current code/contracts + durable architecture decision		yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/contracts/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/repo-layout.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/start/repository-map/	concept	engineering	current code/contracts + durable architecture decision		yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/start/repository-map/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/testops-architecture.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/platform/	architecture	engineering	current code/contracts + durable architecture decision	testops	yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/platform/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/testops-dependency-boundaries.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/contracts/	architecture	engineering	current code/contracts + durable architecture decision	testops	yes		Phase 8	Publish only the durable supported contract; implementation history stays internal; consolidated into the locked IA node /contribute/architecture/contracts/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/connectors/private-repo-testing.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/development/testing/	task-guide	engineering	current provider implementation and permissions		yes		Phase 8	Place provider tasks and limits in the appropriate admin, contributor, or reference domain; consolidated into the locked IA node /contribute/development/testing/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/contributing/platform-contract.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/contracts/	architecture	engineering	current repository contracts		yes		Phase 8	Move durable contributor contracts into the canonical Contribute section; consolidated into the locked IA node /contribute/architecture/contracts/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/getting-started.md	markdown-page	public-nav	move-and-rewrite	Contribute	/contribute/start/development-environment/	tutorial	engineering	current repository toolchain	onboarding	yes		Phase 8	Move or consolidate into the approved canonical task/reference location; consolidated into the locked IA node /contribute/start/development-environment/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/llm/materialize-fanout.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/architecture/data-and-storage/	architecture	engineering	current LLM configuration/runtime/model contracts		yes		Phase 8	Separate admin, operator, reference, and contributor concerns into canonical pages; consolidated into the locked IA node /contribute/architecture/data-and-storage/ rather than creating another public page.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/visualizations/patterns.md	markdown-page	public-reference	move-and-rewrite	Contribute	/contribute/documentation/write-and-review/	task-guide	documentation	approved accessible visualization patterns		yes		Phase 8	Keep durable authoring guidance in Contribute, not general public reference; consolidated into the locked IA node /contribute/documentation/write-and-review/ rather than creating another public page.	documentation-remediation-audit
