source_path	target_path	disposition	migration_phase	source_file
/customer-push-ingestion/schemas-and-idempotency/	/reference/schemas/record-kinds-and-enums/	move-and-rewrite	Phase 8	docs/customer-push-ingestion/schemas-and-idempotency.md
/customer-push-ingestion/setup-guide/	/integrate/customer-push/register-source/	move-and-rewrite	Phase 8	docs/customer-push-ingestion/setup-guide.md
/customer-push-ingestion/troubleshooting/	/integrate/troubleshooting/delivery-and-rate-limits/	move-and-rewrite	Phase 8	docs/customer-push-ingestion/troubleshooting.md
/email-setup/	/operate/configure/external-services/	move-and-rewrite	Phase 7	docs/email-setup.md
/examples/webhook-relay/README/	/integrate/webhooks/configure/	move-and-rewrite	Phase 8	docs/examples/webhook-relay/README.md
/getting-started/	/contribute/start/development-environment/	move-and-rewrite	Phase 8	docs/getting-started.md
/graphql/	/reference/graphql/	merge-and-rewrite	Phase 8	docs/graphql.md
/llm/byo-llm-credentials/	/admin/security-and-audit/credentials/	move-and-rewrite	Phase 7	docs/llm/byo-llm-credentials.md
/llm/categorization-contract/	/reference/data-models/investment/	move-and-rewrite	Phase 8	docs/llm/categorization-contract.md
/llm/errors-circuit-breaker/	/operate/runbooks/worker-or-queue-failure/	move-and-rewrite	Phase 7	docs/llm/errors-circuit-breaker.md
/llm/investment-llm-telemetry/	/operate/observe/metrics-and-traces/	move-and-rewrite	Phase 7	docs/llm/investment-llm-telemetry.md
/llm/materialize-fanout/	/contribute/architecture/data-and-storage/	move-and-rewrite	Phase 8	docs/llm/materialize-fanout.md
/llm/spend-observability/	/operate/observe/metrics-and-traces/	move-and-rewrite	Phase 7	docs/llm/spend-observability.md
/llm/user-flow/	/admin/workspace/settings/	move-and-rewrite	Phase 7	docs/llm/user-flow.md
/metrics-inventory/	/reference/metrics/	merge-and-generate	Phase 8	docs/metrics-inventory.md
/metrics/	/reference/metrics/	merge-and-generate	Phase 8	docs/metrics.md
/ops/cli-reference/	/reference/cli/	move-and-rewrite	Phase 8	docs/ops/cli-reference.md
/ops/connector-inventory/	/reference/limits-and-compatibility/provider-limits/	move-and-rewrite	Phase 8	docs/ops/connector-inventory.md
/ops/customer-offboarding/	/operate/maintain/decommission/	move-and-rewrite	Phase 7	docs/ops/customer-offboarding.md
/ops/database-connection-pooling/	/operate/configure/databases-and-storage/	move-and-rewrite	Phase 7	docs/ops/database-connection-pooling.md
/ops/deployment-guide/	/operate/install/production/	move-and-rewrite	Phase 7	docs/ops/deployment-guide.md
/ops/investment-materialization/	/operate/run/workers-and-jobs/	move-and-rewrite	Phase 7	docs/ops/investment-materialization.md
/ops/observability-tooling/	/operate/observe/	move-and-rewrite	Phase 7	docs/ops/observability-tooling.md
/ops/runbook-ingestion-failures/	/operate/runbooks/ingestion-failure/	move-and-rewrite	Phase 7	docs/ops/runbook-ingestion-failures.md
/ops/runbook-report-failures/	/operate/runbooks/worker-or-queue-failure/	move-and-rewrite	Phase 7	docs/ops/runbook-report-failures.md
/ops/stripe-billing-runbook/	/operate/runbooks/	move-and-rewrite	Phase 7	docs/ops/stripe-billing-runbook.md
/ops/workers/	/operate/run/workers-and-jobs/	move-and-rewrite	Phase 7	docs/ops/workers.md
/product/capacity-planning/	/use/plan-and-improve/capacity-planning/	move-and-rewrite	Phase 6	docs/product/capacity-planning.md
/product/concepts/	/get-started/concepts/	split-and-rewrite	Phase 5	docs/product/concepts.md
/product/feature-flags/feature-flag-metric-promotion/	/reference/metrics/definitions/	split-and-generate	Phase 8	docs/product/feature-flags/feature-flag-metric-promotion.md
/product/feature-flags/feature-flag-stable-metrics/	/reference/metrics/definitions/	merge-and-generate	Phase 8	docs/product/feature-flags/feature-flag-stable-metrics.md
/product/feature-flags/feature-flag-user-impact-prd/	/use/plan-and-improve/compare-trends/	split-and-rewrite	Phase 6	docs/product/feature-flags/feature-flag-user-impact-prd.md
/product/investment-taxonomy/	/reference/taxonomies/investment/	move-and-generate	Phase 5	docs/product/investment-taxonomy.md
/providers/rate-limit-policy/	/reference/limits-and-compatibility/provider-limits/	move-and-rewrite	Phase 8	docs/providers/rate-limit-policy.md
/security/credential-encryption-rotation/	/operate/security/hardening/	move-and-rewrite	Phase 7	docs/security/credential-encryption-rotation.md
/self-hosted-quickstart/	/operate/install/local-evaluation/	move-and-rewrite	Phase 7	docs/self-hosted-quickstart.md
/slos/	/operate/observe/dashboards-and-alerts/	move-and-rewrite	Phase 7	docs/slos.md
/sso-setup/	/admin/teams-and-identities/roles-and-access/	move-and-rewrite	Phase 7	docs/sso-setup.md
/team-configuration/	/admin/teams-and-identities/teams-and-repositories/	move-and-rewrite	Phase 7	docs/team-configuration.md
/user-guide/feature-flag-impact/	/use/plan-and-improve/compare-trends/	move-and-rewrite	Phase 6	docs/user-guide/feature-flag-impact.md
/user-guide/first-10-minutes/	/get-started/	merge	Phase 5	docs/user-guide/first-10-minutes.md
/user-guide/github-app-auth/	/admin/data-sources/github/	move-and-rewrite	Phase 7	docs/user-guide/github-app-auth.md
/user-guide/github-app-setup/	/admin/data-sources/github/	move-and-rewrite	Phase 7	docs/user-guide/github-app-setup.md
/user-guide/glossary/	/get-started/glossary/	move-and-rewrite	Phase 8	docs/user-guide/glossary.md
/user-guide/how-to-read-dev-health/	/get-started/concepts/signals-evidence-confidence/	merge-and-rewrite	Phase 5	docs/user-guide/how-to-read-dev-health.md
/user-guide/investment-view/	/use/investment/investigate-effort/	merge-and-rewrite	Phase 5	docs/user-guide/investment-view.md
/user-guide/journeys/investment-view/	/use/investment/investigate-effort/	merge-and-rewrite	Phase 5	docs/user-guide/journeys/investment-view.md
/user-guide/metrics-interpretation/	/get-started/concepts/signals-evidence-confidence/	split-and-rewrite	Phase 6	docs/user-guide/metrics-interpretation.md
/user-guide/product-telemetry/	/admin/security-and-audit/privacy/	move-and-rewrite	Phase 7	docs/user-guide/product-telemetry.md
/user-guide/reports/	/use/reports/	move-and-rewrite	Phase 6	docs/user-guide/reports.md
/user-guide/views-index/	/use/	merge	Phase 6	docs/user-guide/views-index.md
/user-guide/views/ai-attribution/	/use/ai-workflows/attribution/	move-and-rewrite	Phase 6	docs/user-guide/views/ai-attribution.md
/user-guide/views/ai-impact/	/use/ai-workflows/impact/	move-and-rewrite	Phase 6	docs/user-guide/views/ai-impact.md
/user-guide/views/ai-review-load/	/use/ai-workflows/review-load/	move-and-rewrite	Phase 6	docs/user-guide/views/ai-review-load.md
/user-guide/views/ai-risk/	/use/ai-workflows/risk/	move-and-rewrite	Phase 6	docs/user-guide/views/ai-risk.md
/user-guide/views/capacity-planning/	/use/plan-and-improve/capacity-planning/	move-and-rewrite	Phase 6	docs/user-guide/views/capacity-planning.md
/user-guide/views/code-hotspots/	/use/code-and-relationships/code-hotspots/	move-and-rewrite	Phase 6	docs/user-guide/views/code-hotspots.md
/user-guide/views/flame-diagrams/	/use/code-and-relationships/flame-diagrams/	move-and-rewrite	Phase 6	docs/user-guide/views/flame-diagrams.md
/user-guide/views/investment-expense/	/use/investment/investment-expense/	move-and-rewrite	Phase 6	docs/user-guide/views/investment-expense.md
/user-guide/views/investment-flows/	/use/investment/investment-flows/	move-and-rewrite	Phase 6	docs/user-guide/views/investment-flows.md
/user-guide/views/investment-mix/	/use/investment/investment-mix/	move-and-rewrite	Phase 5	docs/user-guide/views/investment-mix.md
/user-guide/views/pr-flow/	/use/delivery-flow/pr-flow/	move-and-rewrite	Phase 6	docs/user-guide/views/pr-flow.md
/user-guide/views/quadrants/	/use/delivery-flow/quadrants/	move-and-rewrite	Phase 6	docs/user-guide/views/quadrants.md
/user-guide/views/work-graph/	/use/code-and-relationships/work-graph/	merge-and-rewrite	Phase 6	docs/user-guide/views/work-graph.md
/user-guide/work-graph/	/use/code-and-relationships/work-graph/	merge-and-rewrite	Phase 6	docs/user-guide/work-graph.md
/visualizations/patterns/	/contribute/documentation/write-and-review/	move-and-rewrite	Phase 8	docs/visualizations/patterns.md
/webhooks/	/integrate/webhooks/	move-and-rewrite	Phase 8	docs/webhooks.md
