source_repo	source_path	artifact_type	publication_classification	proposed_disposition	target_section	target_url	target_page_type	canonical_owner	source_of_truth	duplicate_group	redirect_required	asset_status	migration_phase	reason	reviewer
full-chaos/dev-health-ops	docs/architecture/chaos-2600-implementation-plan.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/architecture/team-realignment.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/contributing/workspace-AGENTS.golden.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	engineering	n/a		no		Phase 9	Generated/agent fixture guidance stays internal.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/decisions/chaos-105-fixture-validation-revisit.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/implementation/fixture-metric-coherence.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/implementation/test-ops.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a	testops	no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/ops/testops-demo-pack.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a	testops	no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/ops/testops-rollout-plan.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a	testops	no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/overrides/.icons/evidence-trail.svg	visual-asset	supporting-artifact	archive-or-recapture	Internal project records		visual-evidence	documentation	sanitized product fixture		no	internal-evidence	Phase 6	Current fixture/evidence asset is not automatically approved; recapture only when a reader task requires it.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/plans/atlassian-client-integration.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/plans/chaos-2622-clickhouse-drift-review-plan.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/plans/chaos-2656-identities-drift-handoff.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/plans/code-review-action-plan-2026-05-17.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/plans/dead-code-cleanup-plan.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/plans/github-app-marketplace.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Fixtures Tests Docs.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Flow Metrics.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources	canonical-metrics	no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Governance.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Impact View.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Operating Leverage Demo Narrative.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Opportunity Detection.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/AI Review Risk Views.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/Attribution Ingestion.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/ai-assisted/Attribution Storage.md	markdown-page	excluded-internal	internal-source-evidence	Internal project records		internal-artifact	product-analytics	current product/UI/model sources		no		Phase 6	Retain as source evidence; extract verified reader-facing facts into canonical Phase 6 guides.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/product/dev-health-product-market-simplification.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/project.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/roadmap.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/screenshots/chaos-1744/clickhouse-evidence.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/security/credential-encryption-audit-2026-05-17.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-04-16-performance-quickwins.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-04-16-provider-unification.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-04-16-security-sprint.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-05-25-product-telemetry-dashboard.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-06-26-external-customer-push-ingestion-api.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a	customer-push-ingestion	no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-06-28-customer-push-webhooks-and-setup-design.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a	customer-push-ingestion	no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2691-contract.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2692-schemas.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2693-stream.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2694-status.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2695-idempotency.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2696-2712-auth.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2697-worker.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2698-sinks.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2699-recompute.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2700-cli.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2702-e2e-docs.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2714-web.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/briefs/brief-2715-webhooks.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-01-chaos-2690-implementation/master-spec.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-16-canonical-operations-oauth-migration-push-addendum.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/plans/2026-07-16-pagerduty-incident-response-provider.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/superpowers/specs/2026-04-14-security-alerts-ui-design.md	markdown-page	excluded-internal	internal-only	Internal project records		internal-artifact	documentation	n/a		no		Phase 9	Project, plan, QA, evidence, or implementation material is not public reader documentation.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/user-guide/images/cockpit-fixture.png	visual-asset	supporting-artifact	archive-or-recapture	Internal project records		visual-evidence	documentation	sanitized product fixture		no	internal-evidence	Phase 6	Current fixture/evidence asset is not automatically approved; recapture only when a reader task requires it.	documentation-remediation-audit
full-chaos/dev-health-ops	docs/user-guide/images/investment-fixture.png	visual-asset	supporting-artifact	archive-or-recapture	Internal project records		visual-evidence	documentation	sanitized product fixture		no	internal-evidence	Phase 6	Current fixture/evidence asset is not automatically approved; recapture only when a reader task requires it.	documentation-remediation-audit
